This is a logfile generated by pires.obd.readerlat:42.62572901;long:-71.05901784;alt:33.0;vehicleid:;readings:otocol AUTO=OK; Reset OBD=ATZELM327v1.3a; Echo Off=OK; Timeout=OK; Line Feed Off=OK
TIME;LATITUDE;LONGITUDE;VEHICLE_ID;BAROMETRIC_PRESSURE;ENGINE_COOLANT_TEMP;FUEL_LEVEL;ENGINE_LOAD;AMBIENT_AIR_TEMP;ENGINE_RPM;INTAKE_MANIFOLD_PRESSURE;MAF;Term Fuel Trim Bank 1;FUEL_ECONOMY;Long Term Fuel Trim Bank 2;FUEL_TYPE;AIR_INTAKE_TEMP;FUEL_PRESSURE;SPEED;Short Term Fuel Trim Bank 2;Short Term Fuel Trim Bank 1;ENGINE_RUNTIME;THROTTLE_POS;DTC_NUMBER;TROUBLE_CODES;TIMING_ADVANCE;EQUIV_RATIO
1460513387389;42.58298063;-71.19634605;-8.0;;14.6psi;195.8F;NODATA;63.9%;NODATA;1495RPM;NODATA;14.96g/s;null;null;NODATA;Gasoline;53.6F;NODATA;31.07mph;NODATA;0.8%;00:20:12;21.2%;MIL is OFF0 codes;;65.5%;1.0%
1460513393421;42.58362779;-71.19690506;-9.0;;14.6psi;195.8F;NODATA;52.9%;NODATA;1179RPM;NODATA;10.89g/s;null;null;NODATA;Gasoline;53.6F;NODATA;33.55mph;NODATA;1.6%;00:20:18;19.2%;MIL is OFF0 codes;;76.1%;0.0%
1460513399450;42.58438331;-71.19753902;-12.0;;14.6psi;197.6F;NODATA;56.5%;NODATA;1287RPM;NODATA;11.06g/s;null;null;NODATA;Gasoline;53.6F;NODATA;37.90mph;NODATA;0.8%;00:20:24;19.2%;MIL is OFF0 codes;;70.6%;1.0%
1460513405516;42.58518239;-71.19822082;-16.0;;14.6psi;195.8F;NODATA;30.6%;NODATA;1447RPM;NODATA;6.50g/s;null;null;NODATA;Gasoline;53.6F;NODATA;38.53mph;NODATA;-3.1%;00:20:30;17.3%;MIL is OFF0 codes;;81.6%;0.0%
1460513411530;42.5859615;-71.19894991;-13.0;;14.6psi;195.8F;NODATA;30.6%;NODATA;1453RPM;NODATA;5.90g/s;null;null;NODATA;Gasoline;55.4F;NODATA;37.28mph;NODATA;-0.8%;00:20:36;16.9%;MIL is OFF0 codes;;83.1%;1.0%
1460513417539;42.58670482;-71.19958242;-11.0;;14.6psi;194.0F;NODATA;27.1%;NODATA;1383RPM;NODATA;5.51g/s;null;null;NODATA;Gasoline;55.4F;NODATA;35.42mph;NODATA;1.6%;00:20:42;16.9%;MIL is OFF0 codes;;78.4%;1.0%
1460513423707;42.58741708;-71.20017493;-6.0;;14.6psi;194.0F;NODATA;28.2%;NODATA;1342RPM;NODATA;5.29g/s;null;null;NODATA;Gasoline;55.4F;NODATA;33.55mph;NODATA;-3.1%;00:20:48;16.5%;MIL is OFF0 codes;;79.2%;1.0%
1460513429802;42.58808101;-71.20071918;-6.0;;14.6psi;194.0F;NODATA;38.8%;NODATA;1279RPM;NODATA;7.68g/s;null;null;NODATA;Gasoline;53.6F;NODATA;31.69mph;NODATA;3.1%;00:20:55;17.6%;MIL is OFF0 codes;;81.2%;0.0%
1460513437949;42.58883925;-71.20164265;-3.0;;14.6psi;195.8F;NODATA;45.5%;NODATA;1168RPM;NODATA;4.06g/s;null;null;NODATA;Gasoline;55.4F;NODATA;29.83mph;NODATA;0.0%;00:21:00;15.3%;MIL is OFF0 codes;;76.1%;1.0%
1460513444032;42.58930427;-71.20231251;-2.0;;14.6psi;195.8F;NODATA;27.8%;NODATA;1064RPM;NODATA;3.75g/s;null;null;NODATA;Gasoline;55.4F;NODATA;21.13mph;NODATA;0.0%;00:21:08;16.1%;MIL is OFF0 codes;;60.4%;1.0%
1460513450138;42.58930427;-71.20231251;-2.0;;14.6psi;195.8F;NODATA;30.6%;NODATA;836RPM;NODATA;3.70g/s;null;null;NODATA;Gasoline;55.4F;NODATA;0.00mph;NODATA;0.0%;00:21:14;15.7%;MIL is OFF0 codes;;69.4%;0.0%
1460513456228;42.58930427;-71.20231251;-2.0;;14.6psi;195.8F;NODATA;32.2%;NODATA;782RPM;NODATA;3.68g/s;null;null;NODATA;Gasoline;55.4F;NODATA;0.00mph;NODATA;2.3%;00:21:20;15.7%;MIL is OFF0 codes;;54.9%;1.0%
1460513462343;42.58930427;-71.20231251;-2.0;;14.6psi;195.8F;NODATA;32.5%;NODATA;776RPM;NODATA;3.68g/s;null;null;NODATA;Gasoline;55.4F;NODATA;0.00mph;NODATA;2.3%;00:21:27;15.7%;MIL is OFF0 codes;;54.5%;1.0%
1460513468449;42.58926019;-71.2023415;-2.0;;14.6psi;195.8F;NODATA;32.5%;NODATA;776RPM;NODATA;3.68g/s;null;null;NODATA;Gasoline;55.4F;NODATA;0.00mph;NODATA;2.3%;00:21:33;15.7%;MIL is OFF0 codes;;54.1%;1.0%
1460513476597;42.58933925;-71.20246401;-4.0;;14.6psi;195.8F;NODATA;32.5%;NODATA;777RPM;NODATA;3.68g/s;null;null;NODATA;Gasoline;55.4F;NODATA;8.08mph;NODATA;3.1%;00:21:39;15.7%;MIL is OFF0 codes;;54.5%;1.0%
1460513482704;42.58929145;-71.20298665;0.0;;14.6psi;195.8F;NODATA;56.5%;NODATA;1585RPM;NODATA;13.90g/s;null;null;NODATA;Gasoline;53.6F;NODATA;21.13mph;NODATA;-1.6%;00:21:46;20.8%;MIL is OFF0 codes;;71.8%;1.0%
1460513488804;42.58898034;-71.20364421;-3.0;;14.6psi;195.8F;NODATA;47.8%;NODATA;1399RPM;NODATA;10.89g/s;null;null;NODATA;Gasoline;55.4F;NODATA;24.85mph;NODATA;1.6%;00:21:52;19.2%;MIL is OFF0 codes;;81.6%;1.0%
1460513494904;42.58872376;-71.20413777;-3.0;;14.6psi;195.8F;NODATA;54.1%;NODATA;1353RPM;NODATA;11.10g/s;null;null;NODATA;Gasoline;55.4F;NODATA;28.58mph;NODATA;0.0%;00:21:58;19.2%;MIL is OFF0 codes;;71.8%;1.0%
1460513500971;42.58797703;-71.20498761;-6.0;;14.6psi;195.8F;NODATA;51.8%;NODATA;1447RPM;NODATA;10.85g/s;null;null;NODATA;Gasoline;55.4F;NODATA;29.20mph;NODATA;0.8%;00:22:04;19.2%;MIL is OFF0 codes;;71.8%;1.0%
1460513507044;42.58744176;-71.20541428;-5.0;;14.6psi;195.8F;NODATA;56.9%;NODATA;1589RPM;NODATA;13.67g/s;null;null;NODATA;Gasoline;53.6F;NODATA;30.45mph;NODATA;-0.8%;00:22:10;20.4%;MIL is OFF0 codes;;70.2%;1.0%
1460513513154;42.58669048;-71.20603719;-7.0;;14.6psi;197.6F;NODATA;36.5%;NODATA;1086RPM;NODATA;4.12g/s;null;null;NODATA;Gasoline;55.4F;NODATA;29.83mph;NODATA;-1.6%;00:22:16;16.5%;MIL is OFF0 codes;;69.8%;1.0%
1460513519251;42.58618124;-71.20667946;3.0;;14.6psi;null;NODATA;42.0%;NODATA;1289RPM;NODATA;8.37g/s;null;null;NODATA;Gasoline;55.4F;NODATA;null;NODATA;7.0%;00:22:23;18.0%;MIL is OFF0 codes;;80.4%;1.0%
1460513525307;42.58582705;-71.20735708;5.0;;14.6psi;195.8F;NODATA;51.4%;NODATA;1457RPM;NODATA;11.89g/s;null;null;NODATA;Gasoline;53.6F;NODATA;27.96mph;NODATA;1.6%;00:22:29;20.0%;MIL is OFF0 codes;;72.9%;1.0%
1460513531415;42.58555517;-71.20808226;4.0;;14.6psi;195.8F;NODATA;55.7%;NODATA;1625RPM;NODATA;14.17g/s;null;null;NODATA;Gasoline;53.6F;NODATA;24.85mph;NODATA;0.0%;00:22:34;20.4%;MIL is OFF0 codes;;71.0%;1.0%
1460513537535;42.58523972;-71.20894515;8.0;;14.6psi;197.6F;NODATA;57.6%;NODATA;1377RPM;NODATA;12.06g/s;null;null;NODATA;Gasoline;53.6F;NODATA;29.83mph;NODATA;0.0%;00:22:40;20.0%;MIL is OFF0 codes;;68.6%;1.0%
1460513543658;42.58495779;-71.2097606;6.0;;14.6psi;197.6F;NODATA;63.5%;NODATA;1182RPM;NODATA;11.79g/s;null;null;NODATA;Gasoline;53.6F;NODATA;34.18mph;NODATA;0.8%;00:22:46;20.0%;MIL is OFF0 codes;;63.9%;1.0%
1460513549709;42.58478017;-71.21105665;5.0;;14.6psi;199.4F;NODATA;58.0%;NODATA;1205RPM;NODATA;11.18g/s;null;null;NODATA;Gasoline;53.6F;NODATA;34.18mph;NODATA;-0.8%;00:22:52;19.2%;MIL is OFF0 codes;;68.2%;0.0%
1460513555853;42.58468177;-71.21218017;8.0;;14.6psi;197.6F;NODATA;28.2%;NODATA;1207RPM;NODATA;5.32g/s;null;null;NODATA;Gasoline;53.6F;NODATA;34.18mph;NODATA;-0.8%;00:22:58;17.3%;MIL is OFF0 codes;;47.5%;1.0%
1460513559878;42.58463699;-71.21316676;10.0;;14.6psi;197.6F;NODATA;57.3%;NODATA;1291RPM;NODATA;11.21g/s;null;null;NODATA;Gasoline;53.6F;NODATA;null;NODATA;3.1%;00:23:04;19.6%;MIL is OFF0 codes;;68.2%;1.0%
1460513565961;42.58460139;-71.21417995;10.0;;14.6psi;197.6F;NODATA;57.6%;NODATA;1317RPM;NODATA;11.43g/s;null;null;NODATA;Gasoline;53.6F;NODATA;36.04mph;NODATA;1.6%;00:23:08;19.6%;MIL is OFF0 codes;;67.5%;1.0%
1460513572057;42.58456703;-71.21555232;10.0;;14.6psi;197.6F;NODATA;49.4%;NODATA;1302RPM;NODATA;9.70g/s;null;null;NODATA;Gasoline;53.6F;NODATA;35.42mph;NODATA;3.9%;00:23:14;18.8%;MIL is OFF0 codes;;77.3%;0.0%
1460513578156;42.58449686;-71.21645763;9.0;;14.6psi;197.6F;NODATA;52.5%;NODATA;1317RPM;NODATA;10.09g/s;null;null;NODATA;Gasoline;53.6F;NODATA;36.66mph;NODATA;2.3%;00:23:20;18.8%;MIL is OFF0 codes;;71.4%;1.0%
1460513584225;42.58435444;-71.21788326;8.0;;14.6psi;195.8F;NODATA;38.8%;NODATA;1290RPM;NODATA;7.01g/s;null;null;NODATA;Gasoline;53.6F;NODATA;35.42mph;NODATA;4.7%;00:23:26;17.6%;MIL is OFF0 codes;;82.4%;1.0%
1460513588247;42.58424913;-71.21864977;15.0;;14.6psi;195.8F;NODATA;41.6%;NODATA;1260RPM;NODATA;7.04g/s;null;null;NODATA;Gasoline;53.6F;NODATA;null;NODATA;2.3%;00:23:32;17.6%;MIL is OFF0 codes;;80.4%;1.0%
1460513594385;42.58403009;-71.21974838;15.0;;14.6psi;195.8F;NODATA;46.3%;NODATA;1241RPM;NODATA;8.31g/s;null;null;NODATA;Gasoline;53.6F;NODATA;34.18mph;NODATA;2.3%;00:23:36;18.0%;MIL is OFF0 codes;;77.6%;1.0%
1460513600494;42.58373185;-71.22080521;15.0;;14.6psi;195.8F;NODATA;50.2%;NODATA;1258RPM;NODATA;9.79g/s;null;null;NODATA;Gasoline;55.4F;NODATA;33.55mph;NODATA;0.8%;00:23:42;18.8%;MIL is OFF0 codes;;76.1%;1.0%
1460513606593;42.58315002;-71.2216208;10.0;;14.6psi;195.8F;NODATA;39.2%;NODATA;1369RPM;NODATA;8.20g/s;null;null;NODATA;Gasoline;53.6F;NODATA;34.18mph;NODATA;3.9%;00:23:48;18.4%;MIL is OFF0 codes;;82.0%;0.0%
1460513614730;42.58237402;-71.22265157;7.0;;14.6psi;195.8F;NODATA;51.0%;NODATA;1533RPM;NODATA;11.50g/s;null;null;NODATA;Gasoline;51.8F;NODATA;34.18mph;NODATA;3.1%;00:23:55;19.6%;MIL is OFF0 codes;;75.3%;1.0%
1460513620827;42.58172249;-71.22349732;4.0;;14.6psi;195.8F;NODATA;58.0%;NODATA;1320RPM;NODATA;11.54g/s;null;null;NODATA;Gasoline;53.6F;NODATA;38.53mph;NODATA;0.8%;00:24:02;19.6%;MIL is OFF0 codes;;67.5%;1.0%
1460513626949;42.5809555;-71.22452125;3.0;;14.6psi;195.8F;NODATA;28.2%;NODATA;1423RPM;NODATA;7.06g/s;null;null;NODATA;Gasoline;53.6F;NODATA;37.90mph;NODATA;2.3%;00:24:09;18.0%;MIL is OFF0 codes;;74.9%;0.0%
1460513633042;42.58027847;-71.22537414;1.0;;14.6psi;195.8F;NODATA;56.5%;NODATA;1356RPM;NODATA;11.60g/s;null;null;NODATA;Gasoline;51.8F;NODATA;38.53mph;NODATA;3.1%;00:24:15;19.6%;MIL is OFF0 codes;;69.4%;1.0%
1460513639146;42.57977157;-71.22636578;3.0;;14.6psi;195.8F;NODATA;27.5%;NODATA;1408RPM;NODATA;10.60g/s;null;null;NODATA;Gasoline;51.8F;NODATA;37.28mph;NODATA;0.0%;00:24:20;20.4%;MIL is OFF0 codes;;69.4%;0.0%
1460513645258;42.57936054;-71.22729554;3.0;;14.6psi;195.8F;NODATA;28.2%;NODATA;1279RPM;NODATA;6.35g/s;null;null;NODATA;Gasoline;53.6F;NODATA;34.18mph;NODATA;-4.7%;00:24:26;17.3%;MIL is OFF0 codes;;52.9%;1.0%
1460513651353;42.57880668;-71.22821417;-6.0;;14.6psi;195.8F;NODATA;30.2%;NODATA;1342RPM;NODATA;6.46g/s;null;null;NODATA;Gasoline;53.6F;NODATA;34.80mph;NODATA;3.9%;00:24:32;17.3%;MIL is OFF0 codes;;80.4%;1.0%
1460513657480;42.57835085;-71.22926267;-6.0;;14.6psi;195.8F;NODATA;56.1%;NODATA;1322RPM;NODATA;11.09g/s;null;null;NODATA;Gasoline;51.8F;NODATA;37.90mph;NODATA;1.6%;00:24:38;19.6%;MIL is OFF0 codes;;69.4%;1.0%
1460513663523;42.57796743;-71.23037097;-5.0;;14.6psi;195.8F;NODATA;58.0%;NODATA;1350RPM;NODATA;12.15g/s;null;null;NODATA;Gasoline;51.8F;NODATA;34.80mph;NODATA;-0.8%;00:24:45;20.4%;MIL is OFF0 codes;;68.2%;1.0%
1460513669580;42.57766488;-71.23137017;6.0;;14.6psi;195.8F;NODATA;56.9%;NODATA;1639RPM;NODATA;14.32g/s;null;null;NODATA;Gasoline;51.8F;NODATA;31.69mph;NODATA;-1.6%;00:24:50;20.8%;MIL is OFF0 codes;;70.2%;1.0%
1460513675608;42.57725957;-71.23230342;5.0;;14.6psi;195.8F;NODATA;24.3%;NODATA;1165RPM;NODATA;4.78g/s;null;null;NODATA;Gasoline;53.6F;NODATA;35.42mph;NODATA;-7.0%;00:24:56;15.7%;MIL is OFF0 codes;;68.6%;1.0%
1460513681693;42.57673731;-71.23313702;10.0;;14.6psi;195.8F;NODATA;22.7%;NODATA;1226RPM;NODATA;3.75g/s;null;null;NODATA;Gasoline;55.4F;NODATA;32.31mph;NODATA;-4.7%;00:25:02;15.7%;MIL is OFF0 codes;;68.6%;1.0%
1460513687791;42.57626061;-71.23382367;12.0;;14.6psi;195.8F;NODATA;24.3%;NODATA;1103RPM;NODATA;3.95g/s;null;null;NODATA;Gasoline;55.4F;NODATA;23.61mph;NODATA;-3.1%;00:25:08;15.7%;MIL is OFF0 codes;;68.2%;1.0%
1460513693858;42.57617226;-71.23407189;11.0;;14.6psi;195.8F;NODATA;26.3%;NODATA;978RPM;NODATA;3.85g/s;null;null;NODATA;Gasoline;55.4F;NODATA;1.86mph;NODATA;-3.1%;00:25:14;15.7%;MIL is OFF0 codes;;67.8%;1.0%
1460513699955;42.57611423;-71.23428399;14.0;;14.6psi;195.8F;NODATA;32.9%;NODATA;771RPM;NODATA;18.45g/s;null;null;NODATA;Gasoline;51.8F;NODATA;16.16mph;NODATA;3.9%;00:25:20;21.6%;MIL is OFF0 codes;;55.7%;1.0%
1460513706015;42.57601884;-71.23530189;11.0;;14.6psi;195.8F;NODATA;78.0%;NODATA;1770RPM;NODATA;25.17g/s;null;null;NODATA;Gasoline;51.8F;NODATA;31.69mph;NODATA;1.6%;00:25:26;25.1%;MIL is OFF0 codes;;60.4%;1.0%
1460513712093;42.57569426;-71.23627501;13.0;;14.6psi;199.4F;NODATA;70.6%;NODATA;1687RPM;NODATA;4.51g/s;null;null;NODATA;Gasoline;53.6F;NODATA;31.69mph;NODATA;0.0%;00:25:32;16.1%;MIL is OFF0 codes;;59.6%;1.0%
1460513718165;42.57542849;-71.23719981;11.0;;14.6psi;199.4F;NODATA;43.1%;NODATA;1345RPM;NODATA;5.46g/s;null;null;NODATA;Gasoline;55.4F;NODATA;29.20mph;NODATA;0.0%;00:25:38;15.7%;MIL is OFF0 codes;;81.2%;1.0%
1460513724229;42.57525205;-71.23808086;9.0;;14.6psi;197.6F;NODATA;30.2%;NODATA;946RPM;NODATA;4.18g/s;null;null;NODATA;Gasoline;55.4F;NODATA;null;NODATA;-0.8%;00:25:44;15.7%;MIL is OFF0 codes;;69.0%;0.0%
1460513732308;42.57503578;-71.23885565;11.0;;14.6psi;195.8F;NODATA;28.2%;NODATA;1079RPM;NODATA;4.04g/s;null;null;NODATA;Gasoline;55.4F;NODATA;15.53mph;NODATA;0.0%;00:25:51;15.7%;MIL is OFF0 codes;;68.2%;0.0%
1460513738430;42.57478825;-71.23933841;14.0;;14.6psi;195.8F;NODATA;54.9%;NODATA;1567RPM;NODATA;13.39g/s;null;null;NODATA;Gasoline;53.6F;NODATA;19.88mph;NODATA;3.1%;00:25:58;20.8%;MIL is OFF0 codes;;70.6%;1.0%
1460513744497;42.57449651;-71.24004465;13.0;;14.6psi;195.8F;NODATA;62.4%;NODATA;1678RPM;NODATA;15.48g/s;null;null;NODATA;Gasoline;53.6F;NODATA;26.72mph;NODATA;-1.6%;00:26:04;21.2%;MIL is OFF0 codes;;67.1%;1.0%
1460513750558;42.57422061;-71.24095427;13.0;;14.6psi;197.6F;NODATA;63.5%;NODATA;1503RPM;NODATA;14.95g/s;null;null;NODATA;Gasoline;53.6F;NODATA;31.07mph;NODATA;1.6%;00:26:10;21.2%;MIL is OFF0 codes;;65.5%;1.0%
1460513756644;42.57376714;-71.24183132;14.0;;14.6psi;199.4F;NODATA;62.4%;NODATA;1184RPM;NODATA;10.67g/s;null;null;NODATA;Gasoline;53.6F;NODATA;33.55mph;NODATA;-0.8%;00:26:16;19.2%;MIL is OFF0 codes;;64.3%;1.0%
1460513762703;42.57313452;-71.24258306;12.0;;14.6psi;199.4F;NODATA;55.7%;NODATA;1253RPM;NODATA;10.32g/s;null;null;NODATA;Gasoline;53.6F;NODATA;34.18mph;NODATA;1.6%;00:26:22;19.2%;MIL is OFF0 codes;;67.8%;1.0%
1460513768758;42.57249875;-71.24329951;12.0;;14.6psi;199.4F;NODATA;34.5%;NODATA;1185RPM;NODATA;5.01g/s;null;null;NODATA;Gasoline;53.6F;NODATA;34.18mph;NODATA;3.1%;00:26:28;18.0%;MIL is OFF0 codes;;58.0%;1.0%
1460513774840;42.57186852;-71.24388727;10.0;;14.6psi;199.4F;NODATA;55.3%;NODATA;1242RPM;NODATA;10.12g/s;null;null;NODATA;Gasoline;53.6F;NODATA;34.18mph;NODATA;0.8%;00:26:34;18.8%;MIL is OFF0 codes;;69.0%;1.0%
1460513780904;42.57111358;-71.24456983;10.0;;14.6psi;199.4F;NODATA;54.5%;NODATA;1270RPM;NODATA;10.06g/s;null;null;NODATA;Gasoline;53.6F;NODATA;35.42mph;NODATA;0.8%;00:26:40;18.8%;MIL is OFF0 codes;;70.6%;1.0%
1460513786979;42.57030978;-71.24539992;8.0;;14.5psi;199.4F;NODATA;56.1%;NODATA;1289RPM;NODATA;10.84g/s;null;null;NODATA;Gasoline;51.8F;NODATA;35.42mph;NODATA;3.1%;00:26:46;19.2%;MIL is OFF0 codes;;69.4%;1.0%
1460513793049;42.56965541;-71.2462097;8.0;;14.5psi;199.4F;NODATA;56.5%;NODATA;1296RPM;NODATA;11.07g/s;null;null;NODATA;Gasoline;51.8F;NODATA;36.66mph;NODATA;3.1%;00:26:52;19.6%;MIL is OFF0 codes;;69.0%;1.0%
1460513799120;42.56896579;-71.24702092;7.0;;14.5psi;199.4F;NODATA;56.5%;NODATA;1334RPM;NODATA;11.56g/s;null;null;NODATA;Gasoline;51.8F;NODATA;36.66mph;NODATA;0.8%;00:26:58;19.6%;MIL is OFF0 codes;;69.4%;1.0%
1460513807222;42.56795631;-71.24801508;7.0;;14.5psi;199.4F;NODATA;56.1%;NODATA;1360RPM;NODATA;11.25g/s;null;null;NODATA;Gasoline;51.8F;NODATA;38.53mph;NODATA;1.6%;00:27:04;19.6%;MIL is OFF0 codes;;68.6%;1.0%
1460513813273;42.56730959;-71.24893147;7.0;;14.5psi;199.4F;NODATA;54.5%;NODATA;1387RPM;NODATA;10.53g/s;null;null;NODATA;Gasoline;51.8F;NODATA;40.39mph;NODATA;0.8%;00:27:12;19.2%;MIL is OFF0 codes;;71.4%;1.0%
1460513819382;42.56676884;-71.2499637;13.0;;14.6psi;199.4F;NODATA;48.6%;NODATA;1424RPM;NODATA;3.68g/s;null;null;NODATA;Gasoline;51.8F;NODATA;39.15mph;NODATA;0.0%;00:27:18;16.1%;MIL is OFF0 codes;;79.6%;1.0%
1460513825483;42.56632271;-71.25109319;12.0;;14.5psi;199.4F;NODATA;47.8%;NODATA;1391RPM;NODATA;9.67g/s;null;null;NODATA;Gasoline;51.8F;NODATA;40.39mph;NODATA;3.1%;00:27:24;18.8%;MIL is OFF0 codes;;79.2%;1.0%
1460513833529;42.56578207;-71.25267371;16.0;;14.5psi;199.4F;NODATA;52.9%;NODATA;1415RPM;NODATA;11.21g/s;null;null;NODATA;Gasoline;51.8F;NODATA;40.39mph;NODATA;1.6%;00:27:30;19.2%;MIL is OFF0 codes;;71.8%;1.0%
1460513839638;42.56530255;-71.2537491;15.0;;14.5psi;197.6F;NODATA;51.4%;NODATA;1401RPM;NODATA;10.51g/s;null;null;NODATA;Gasoline;51.8F;NODATA;39.15mph;NODATA;0.0%;00:27:37;19.2%;MIL is OFF0 codes;;72.9%;0.0%
1460513845709;42.56475587;-71.2546899;15.0;;14.6psi;197.6F;NODATA;23.5%;NODATA;1247RPM;NODATA;5.54g/s;null;null;NODATA;Gasoline;53.6F;NODATA;34.80mph;NODATA;-0.8%;00:27:44;17.3%;MIL is OFF0 codes;;69.4%;0.0%
1460513851796;42.5644476;-71.2556222;16.0;;14.5psi;195.8F;NODATA;31.0%;NODATA;1259RPM;NODATA;6.78g/s;null;null;NODATA;Gasoline;51.8F;NODATA;31.07mph;NODATA;3.9%;00:27:50;18.0%;MIL is OFF0 codes;;72.2%;0.0%
1460513857830;42.56459149;-71.25650349;18.0;;14.5psi;197.6F;NODATA;62.0%;NODATA;1131RPM;NODATA;11.54g/s;null;null;NODATA;Gasoline;51.8F;NODATA;27.34mph;NODATA;1.6%;00:27:56;20.0%;MIL is OFF0 codes;;66.3%;1.0%
1460513863916;42.56511429;-71.25714331;20.0;;14.5psi;197.6F;NODATA;61.2%;NODATA;1695RPM;NODATA;16.59g/s;null;null;NODATA;Gasoline;51.8F;NODATA;28.58mph;NODATA;-1.6%;00:28:02;21.6%;MIL is OFF0 codes;;67.5%;1.0%
1460513869971;42.56561423;-71.25804436;25.0;;14.5psi;199.4F;NODATA;63.9%;NODATA;1765RPM;NODATA;18.78g/s;null;null;NODATA;Gasoline;50.0F;NODATA;30.45mph;NODATA;-1.6%;00:28:07;22.4%;MIL is OFF0 codes;;66.3%;1.0%
1460513878025;42.56550484;-71.25930209;27.0;;14.5psi;199.4F;NODATA;63.5%;NODATA;1760RPM;NODATA;18.17g/s;null;null;NODATA;Gasoline;50.0F;NODATA;29.20mph;NODATA;-1.6%;00:28:14;22.0%;MIL is OFF0 codes;;66.7%;1.0%
1460513884066;42.565031;-71.25992519;32.0;;14.5psi;201.2F;NODATA;65.9%;NODATA;1864RPM;NODATA;20.17g/s;null;null;NODATA;Gasoline;50.0F;NODATA;26.72mph;NODATA;-0.8%;00:28:22;22.7%;MIL is OFF0 codes;;66.7%;1.0%
1460513890137;42.56455328;-71.26063579;33.0;;14.5psi;199.4F;NODATA;68.6%;NODATA;1938RPM;NODATA;22.28g/s;null;null;NODATA;Gasoline;50.0F;NODATA;30.45mph;NODATA;2.3%;00:28:28;23.9%;MIL is OFF0 codes;;65.9%;1.0%
1460513896207;42.56434112;-71.26158974;34.0;;14.5psi;199.4F;NODATA;74.5%;NODATA;2086RPM;NODATA;26.89g/s;null;null;NODATA;Gasoline;50.0F;NODATA;31.07mph;NODATA;0.8%;00:28:33;25.5%;MIL is OFF0 codes;;64.3%;1.0%
1460513902316;42.56409477;-71.26257298;41.0;;14.5psi;201.2F;NODATA;73.3%;NODATA;2131RPM;NODATA;27.37g/s;null;null;NODATA;Gasoline;50.0F;NODATA;33.55mph;NODATA;0.8%;00:28:39;25.5%;MIL is OFF0 codes;;65.5%;1.0%
1460513908420;42.56374308;-71.26356229;42.0;;14.5psi;201.2F;NODATA;59.6%;NODATA;1672RPM;NODATA;15.03g/s;null;null;NODATA;Gasoline;50.0F;NODATA;34.18mph;NODATA;-1.6%;00:28:46;20.8%;MIL is OFF0 codes;;68.2%;1.0%
1460513914466;42.56311783;-71.26438437;47.0;;14.5psi;203.0F;NODATA;61.6%;NODATA;1282RPM;NODATA;12.18g/s;null;null;NODATA;Gasoline;50.0F;NODATA;36.04mph;NODATA;3.1%;00:28:52;20.4%;MIL is OFF0 codes;;63.5%;1.0%
1460513920537;42.56237664;-71.26513775;48.0;;14.5psi;203.0F;NODATA;35.7%;NODATA;1449RPM;NODATA;11.48g/s;null;null;NODATA;Gasoline;50.0F;NODATA;37.90mph;NODATA;1.6%;00:28:57;19.6%;MIL is OFF0 codes;;75.3%;1.0%
1460513926608;42.56152075;-71.26572931;46.0;;14.5psi;201.2F;NODATA;56.5%;NODATA;1400RPM;NODATA;11.95g/s;null;null;NODATA;Gasoline;51.8F;NODATA;38.53mph;NODATA;0.0%;00:29:04;19.2%;MIL is OFF0 codes;;68.2%;1.0%
1460513932668;42.56085;-71.26646819;47.0;;14.5psi;199.4F;NODATA;23.5%;NODATA;1253RPM;NODATA;4.04g/s;null;null;NODATA;Gasoline;51.8F;NODATA;35.42mph;NODATA;0.0%;00:29:09;15.7%;MIL is OFF0 codes;;69.4%;0.0%
1460513938760;42.56041152;-71.26738989;48.0;;14.6psi;199.4F;NODATA;23.9%;NODATA;1200RPM;NODATA;3.98g/s;null;null;NODATA;Gasoline;53.6F;NODATA;31.69mph;NODATA;0.0%;00:29:15;15.7%;MIL is OFF0 codes;;69.0%;0.0%
1460513944821;42.56003117;-71.26818074;50.0;;14.6psi;195.8F;NODATA;27.5%;NODATA;1016RPM;NODATA;4.03g/s;null;null;NODATA;Gasoline;53.6F;NODATA;null;NODATA;0.0%;00:29:22;15.7%;MIL is OFF0 codes;;68.2%;0.0%
1460513950886;42.55982247;-71.26858747;51.0;;14.6psi;195.8F;NODATA;22.7%;NODATA;1251RPM;NODATA;3.93g/s;null;null;NODATA;Gasoline;55.4F;NODATA;7.46mph;NODATA;-3.1%;00:29:28;15.7%;MIL is OFF0 codes;;70.6%;0.0%
1460513956954;42.55981583;-71.2686542;52.0;;14.5psi;195.8F;NODATA;32.2%;NODATA;797RPM;NODATA;3.71g/s;null;null;NODATA;Gasoline;55.4F;NODATA;0.00mph;NODATA;1.6%;00:29:33;15.7%;MIL is OFF0 codes;;60.4%;0.0%
1460513963018;42.55981583;-71.2686542;52.0;;14.5psi;197.6F;NODATA;30.6%;NODATA;778RPM;NODATA;3.35g/s;null;null;NODATA;Gasoline;55.4F;NODATA;0.00mph;NODATA;1.6%;00:29:39;15.3%;MIL is OFF0 codes;;59.6%;1.0%
